news_index,nyt_txt,country
1917,wednesday briefing u s attacks in yemen,yemen
1921,a peaceful solution on taiwan is slipping away taiwan s election showed that the island s people want their freedom leaving china few options aside from war to achieve the unification it desires,taiwan
1921,a peaceful solution on taiwan is slipping away taiwan s election showed that the island s people want their freedom leaving china few options aside from war to achieve the unification it desires,china
1922,team biden needs a reset on israel the administration has failed to achieve its goals on israeli policies and actions it should change course,israel
1961,ann arbor school board set to vote on israel gaza ceasefire resolution the proposed resolution has divided the left leaning michigan college town home to sizable arab and jewish populations,israel
1961,ann arbor school board set to vote on israel gaza ceasefire resolution the proposed resolution has divided the left leaning michigan college town home to sizable arab and jewish populations,palestine
1975,polish truckers lift border blockade with ukraine the suspension of the protest until march while its leaders talk with the polish government promises some relief for ukraine s flagging economy,ukraine
1977,iranian strike leaves pakistan with no easy options for response retaliation could risk drawing the country which is already mired in political and economic crises into middle east upheaval that it has so far avoided,iran
1977,iranian strike leaves pakistan with no easy options for response retaliation could risk drawing the country which is already mired in political and economic crises into middle east upheaval that it has so far avoided,pakistan
1979,fireworks factory explosion in thailand kills at least 20 the blast leveled the facility and was the second such deadly accident in the country since 2022 the police are investigating the cause,thailand
1987,iran says missile strikes show it will be tough and decisive with foes the country has hit targets in syria iraq and pakistan with missiles this week signaling to hard line supporters that it is not passive in the face of threats,iran
1987,iran says missile strikes show it will be tough and decisive with foes the country has hit targets in syria iraq and pakistan with missiles this week signaling to hard line supporters that it is not passive in the face of threats,syria
1987,iran says missile strikes show it will be tough and decisive with foes the country has hit targets in syria iraq and pakistan with missiles this week signaling to hard line supporters that it is not passive in the face of threats,iraq
1987,iran says missile strikes show it will be tough and decisive with foes the country has hit targets in syria iraq and pakistan with missiles this week signaling to hard line supporters that it is not passive in the face of threats,pakistan
2004,johnson casts doubt on border deal to unlock ukraine aid defying biden a white house meeting between the president and congressional leaders did little to break the stalemate over aid to ukraine as the republican speaker insisted on a tougher immigration crackdown,ukraine
2011,france rejects genocide accusations against israel in gaza to accuse the jewish state of genocide is to cross a moral threshold france s foreign minister said on wednesday,france
2011,france rejects genocide accusations against israel in gaza to accuse the jewish state of genocide is to cross a moral threshold france s foreign minister said on wednesday,israel
2011,france rejects genocide accusations against israel in gaza to accuse the jewish state of genocide is to cross a moral threshold france s foreign minister said on wednesday,palestine
2033,sunak quells rebellion on immigration for now the british prime minister s plan to send refugees to rwanda passed a critical vote but more hurdles lie ahead,rwanda
2040,justices seemed inclined to limit a key regulatory power also u s leaders clashed over ukraine aid here s the latest at the end of wednesday,ukraine
2044,as if we didn t have enough to frighten us north korea is acting strangely and some veteran analysts fear war,north korea
2048,as fighting intensifies in southern gaza palestinians flee hospital refuge israel and hamas are battling near a hospital in khan younis near where the military said it had detected mortar fire about 7 000 people had sought shelter on the hospital grounds the u n said,palestine
2048,as fighting intensifies in southern gaza palestinians flee hospital refuge israel and hamas are battling near a hospital in khan younis near where the military said it had detected mortar fire about 7 000 people had sought shelter on the hospital grounds the u n said,israel
2048,as fighting intensifies in southern gaza palestinians flee hospital refuge israel and hamas are battling near a hospital in khan younis near where the military said it had detected mortar fire about 7 000 people had sought shelter on the hospital grounds the u n said,lebanon
2049,u s moves to bar guatemala s ex president from entry the decision against alejandro giammattei who is accused of accepting bribes signaled u s support for a new anticorruption drive in guatemala,guatemala
2059,pakistan retaliates with strikes inside iran as tensions spill over the exchange of attacks came as the upheaval sweeping the middle east threatened to expand,pakistan
2059,pakistan retaliates with strikes inside iran as tensions spill over the exchange of attacks came as the upheaval sweeping the middle east threatened to expand,iran
2062,thursday briefing missile strikes by iran,iran
2063,ann arbor school board passes resolution supporting cease fire in gaza in a raucous meeting the board became one of the first in the country to vote for a statement supporting an end to hostilities in the israel hamas war,palestine
2063,ann arbor school board passes resolution supporting cease fire in gaza in a raucous meeting the board became one of the first in the country to vote for a statement supporting an end to hostilities in the israel hamas war,israel
2063,ann arbor school board passes resolution supporting cease fire in gaza in a raucous meeting the board became one of the first in the country to vote for a statement supporting an end to hostilities in the israel hamas war,lebanon
2064,a week after deadly riots a fragile peace in papua new guinea a wage dispute prompted violent unrest in the pacific nation which experts call evidence of the effects of its demographic challenges,papua new guinea
2100,see the rapid expansion of tent camps in southern gaza satellite images show the huge influx of displaced people in rafah as more evacuees have moved south to avoid areas under israeli bombardment,palestine
2100,see the rapid expansion of tent camps in southern gaza satellite images show the huge influx of displaced people in rafah as more evacuees have moved south to avoid areas under israeli bombardment,israel
2109,iran s new missile fleet part deterrent part sales pitch last year the world discovered that iran s drones were becoming world class threats and a favorite of the russians now its revived missile fleet is drawing attention too,iran
2109,iran s new missile fleet part deterrent part sales pitch last year the world discovered that iran s drones were becoming world class threats and a favorite of the russians now its revived missile fleet is drawing attention too,russia
2136,protests in russia put spotlight on wartime ethnic grievances the trial and conviction of an activist in the ural mountains region sparked one of the biggest outbreaks of social unrest since the start of the war,russia
2139,houthi leader says clash with u s will strengthen militia group abdul malik al houthi said in a televised speech that the houthis had always emerged stronger from confrontations with their enemies,yemen
2139,houthi leader says clash with u s will strengthen militia group abdul malik al houthi said in a televised speech that the houthis had always emerged stronger from confrontations with their enemies,mali
2158,netanyahu rebuffs u s calls to start working toward palestinian statehood the biden administration and the israeli government diverge sharply over how gaza should be governed when the war ends,israel
2158,netanyahu rebuffs u s calls to start working toward palestinian statehood the biden administration and the israeli government diverge sharply over how gaza should be governed when the war ends,palestine
2175,why iran is the common link in conflicts from gaza to pakistan iran s long history of building up proxy forces that fight its enemies around the region as well as its conflicts with separatist and terrorist groups have played into a spate of recent conflicts,iran
2175,why iran is the common link in conflicts from gaza to pakistan iran s long history of building up proxy forces that fight its enemies around the region as well as its conflicts with separatist and terrorist groups have played into a spate of recent conflicts,palestine
2175,why iran is the common link in conflicts from gaza to pakistan iran s long history of building up proxy forces that fight its enemies around the region as well as its conflicts with separatist and terrorist groups have played into a spate of recent conflicts,pakistan
2176,friday briefing pakistan retaliates with strikes in iran also corruption accusations in singapore and travel predictions,pakistan
2176,friday briefing pakistan retaliates with strikes in iran also corruption accusations in singapore and travel predictions,iran
2176,friday briefing pakistan retaliates with strikes in iran also corruption accusations in singapore and travel predictions,singapore
2178,friday briefing pakistan retaliates with strikes in iran also corruption accusations in singapore,pakistan
2178,friday briefing pakistan retaliates with strikes in iran also corruption accusations in singapore,iran
2178,friday briefing pakistan retaliates with strikes in iran also corruption accusations in singapore,singapore
2189,justice department found unimaginable failure in uvalde response also fighting has eased in northern gaza here s the latest at the end of thursday,palestine
2214,israeli women fight on front line in gaza a first after a long struggle for acceptance israel s female combat soldiers are pushing new boundaries after rushing into battle on oct 7,israel
2214,israeli women fight on front line in gaza a first after a long struggle for acceptance israel s female combat soldiers are pushing new boundaries after rushing into battle on oct 7,palestine
2222,how biden s immigration fight threatens his biggest foreign policy win the debate over immigration in the united states is spilling over into other parts of president biden s agenda particularly the war in ukraine,ukraine
2226,in no position to fight a war pakistan seeks an off ramp with iran for two years pakistan has struggled with economic and political crises an increase in militant attacks and souring relations with another neighbor afghanistan,pakistan
2226,in no position to fight a war pakistan seeks an off ramp with iran for two years pakistan has struggled with economic and political crises an increase in militant attacks and souring relations with another neighbor afghanistan,iran
2226,in no position to fight a war pakistan seeks an off ramp with iran for two years pakistan has struggled with economic and political crises an increase in militant attacks and souring relations with another neighbor afghanistan,afghanistan
2236,the subversive act of photographing palestinian life the photographer adam rouhana documents palestinians in the face of imagery that often dehumanizes them,palestine
2264,israeli soccer player in turkey removed over gaza war post the player eden karzev was fined and moved to an israeli team he is the second israeli pro this week to run afoul of a turkish team for displaying pro israel messages,israel
2264,israeli soccer player in turkey removed over gaza war post the player eden karzev was fined and moved to an israeli team he is the second israeli pro this week to run afoul of a turkish team for displaying pro israel messages,turkey
2264,israeli soccer player in turkey removed over gaza war post the player eden karzev was fined and moved to an israeli team he is the second israeli pro this week to run afoul of a turkish team for displaying pro israel messages,palestine
2281,ukraine targets russian oil plants aiming to disrupt military operations kyiv hit an oil depot on friday the latest in recent attacks on such facilities as it seeks to inflict damage away from the largely deadlocked front line,ukraine
2281,ukraine targets russian oil plants aiming to disrupt military operations kyiv hit an oil depot on friday the latest in recent attacks on such facilities as it seeks to inflict damage away from the largely deadlocked front line,russia
2283,often rumored dead sudanese general takes a victory tour lt gen mohamed hamdan was greeted by african leaders as if he had already won sudan s civil war his forces have secretly been armed by the united arab emirates an as yet unpublished u n report found,sudan
2283,often rumored dead sudanese general takes a victory tour lt gen mohamed hamdan was greeted by african leaders as if he had already won sudan s civil war his forces have secretly been armed by the united arab emirates an as yet unpublished u n report found,united arab emirates
2284,families head to guantanamo bay seeking justice in bali bombing case relatives of victims of the 2002 attack are expected to describe their loss to a u s military jury sentencing two malaysian prisoners,malaysia
2288,making changes to u s immigration policy readers discuss a guest essay suggesting ways to fix the immigration crisis also aid to ukraine nikki haley and the confederate flag botox,ukraine
2303,netanyahu is turning against biden israel has been at war with hamas for over 100 days and still has over 100 hostages to recover but netanyahu s no 1 focus is netanyahu,israel
2303,netanyahu is turning against biden israel has been at war with hamas for over 100 days and still has over 100 hostages to recover but netanyahu s no 1 focus is netanyahu,lebanon
2303,netanyahu is turning against biden israel has been at war with hamas for over 100 days and still has over 100 hostages to recover but netanyahu s no 1 focus is netanyahu,palestine
2315,biden presses netanyahu on working toward a palestinian state the two leaders spoke for the first time in weeks their call came a day after the israeli leader rebuffed u s efforts to pressure him into a two state solution,israel
2315,biden presses netanyahu on working toward a palestinian state the two leaders spoke for the first time in weeks their call came a day after the israeli leader rebuffed u s efforts to pressure him into a two state solution,palestine
2324,in davos israel s hostages get a hearing i say a jewish prayer and ask let today be the day says the mother of a hostage,israel
2329,the u s strikes more houthi sites in yemen the strikes the sixth round in 10 days targeted houthi missiles that were poised to attack merchant and military vessels in the red sea according to a white house official,yemen
2330,with deal close on border and ukraine republican rifts threaten to kill both a divided g o p coalesced behind a bit of legislative extortion no ukraine aid without a border crackdown now they are split over how large a price to demand imperiling both initiatives,ukraine
2353,divisions emerging in israel over gaza war protesters demanded action to free hostages a war cabinet minister criticized the military campaign and the israeli prime minister publicly ruled out a two state solution rebuffing the u s,israel
2353,divisions emerging in israel over gaza war protesters demanded action to free hostages a war cabinet minister criticized the military campaign and the israeli prime minister publicly ruled out a two state solution rebuffing the u s,palestine
2376,police chief is indicted over south korea s deadly crowd crush kim kwang ho charged with negligence is one of the most senior officials to face legal consequences for the october 2022 disaster that killed nearly 160 people in seoul,south korea
2399,in strategic bind israel weighs freeing hostages against destroying hamas some israeli commanders said the government s two main goals were mutually incompatible to eradicate hamas the military would have to engage in a lengthy war that would most likely cost the hostages lives,israel
2399,in strategic bind israel weighs freeing hostages against destroying hamas some israeli commanders said the government s two main goals were mutually incompatible to eradicate hamas the military would have to engage in a lengthy war that would most likely cost the hostages lives,lebanon
2399,in strategic bind israel weighs freeing hostages against destroying hamas some israeli commanders said the government s two main goals were mutually incompatible to eradicate hamas the military would have to engage in a lengthy war that would most likely cost the hostages lives,palestine
2400,as missiles strike a radio station broadcasts the rage of a battered city kharkiv in northern ukraine is under almost daily bombardment radio boiling over serves as a megaphone for residents fears and frustrations,ukraine
2415,no end in sight evacuated israeli city braces for possible war with hezbollah as tensions escalated on israel s northern border with lebanon after oct 7 israel evacuated tens of thousands of residents from the region including from kiryat shmona a town with 24 000 people months later evacuees remain in limbo and the mayor insists they cannot return until hezbollah militants are pushed back,israel
2415,no end in sight evacuated israeli city braces for possible war with hezbollah as tensions escalated on israel s northern border with lebanon after oct 7 israel evacuated tens of thousands of residents from the region including from kiryat shmona a town with 24 000 people months later evacuees remain in limbo and the mayor insists they cannot return until hezbollah militants are pushed back,lebanon
2419,no end in sight evacuated israeli city braces for possible war with hezbollah as tensions escalated on israel s northern border with lebanon after oct 7 israel evacuated tens of thousands of residents from the region including from kiryat shmona a town with 24 000 people months later evacuees remain in limbo and the mayor insists they cannot return until hezbollah militants are pushed back,israel
2419,no end in sight evacuated israeli city braces for possible war with hezbollah as tensions escalated on israel s northern border with lebanon after oct 7 israel evacuated tens of thousands of residents from the region including from kiryat shmona a town with 24 000 people months later evacuees remain in limbo and the mayor insists they cannot return until hezbollah militants are pushed back,lebanon
2428,airstrike in syria kills 4 iranian military advisers officials say iran accused israel of launching a strike that destroyed a building in damascus syria killing members of its powerful revolutionary guards forces,syria
2428,airstrike in syria kills 4 iranian military advisers officials say iran accused israel of launching a strike that destroyed a building in damascus syria killing members of its powerful revolutionary guards forces,iran
2428,airstrike in syria kills 4 iranian military advisers officials say iran accused israel of launching a strike that destroyed a building in damascus syria killing members of its powerful revolutionary guards forces,israel
2431,lev rubinstein russian poet and a critic of putin is dead at 76 he helped found an avant garde movement fusing art and prose and was outspoken against the invasion of ukraine he died after he was hit by a car in moscow,russia
2431,lev rubinstein russian poet and a critic of putin is dead at 76 he helped found an avant garde movement fusing art and prose and was outspoken against the invasion of ukraine he died after he was hit by a car in moscow,ukraine
2432,palestinian american teenager is killed in the west bank tawfic abdel jabbar 17 who was fatally shot on friday was raised in new orleans and had planned to attend business school there,palestine
2438,attacks in syria and iraq ratchet tensions in a region already on edge a senior iranian intelligence official was killed in an israeli strike in damascus as u s troops came under attack in iraq,syria
2438,attacks in syria and iraq ratchet tensions in a region already on edge a senior iranian intelligence official was killed in an israeli strike in damascus as u s troops came under attack in iraq,iraq
2438,attacks in syria and iraq ratchet tensions in a region already on edge a senior iranian intelligence official was killed in an israeli strike in damascus as u s troops came under attack in iraq,iran
2438,attacks in syria and iraq ratchet tensions in a region already on edge a senior iranian intelligence official was killed in an israeli strike in damascus as u s troops came under attack in iraq,israel
2444,how houthi attacks have upended global shipping hundreds of ships are avoiding the red sea and sailing an extra 4 000 miles around africa because of the houthi attacks and it comes at considerable economic cost,yemen
2446,as switzerland s glaciers shrink a way of life may melt away rising temperatures and retreating glaciers threaten europe s water tower forcing local farmers to adapt and presaging larger troubles downstream,switzerland
2468,is kim jong un really planning an attack this time an intensification of nuclear threats from north korea while the world is preoccupied with other wars has ignited an urgent debate over mr kim s motives,north korea
2469,he loved basketball and wanted to help his family stores a bullet ended it all a palestinian american teenager was killed by gunfire the west bank this is a shock to the whole family the community and anyone else with a heart that knows him a relative said,palestine
2471,netanyahu restates opposition to two state solution despite pressure from biden the israeli prime minister said that he had long opposed a palestinian state because it would constitute an existential danger to israel,israel
2471,netanyahu restates opposition to two state solution despite pressure from biden the israeli prime minister said that he had long opposed a palestinian state because it would constitute an existential danger to israel,palestine
2486,deadly blast hits market in ukrainian city controlled by russia officials say the pro moscow authorities in the eastern city of donetsk said 25 people were killed and 20 others were wounded it was not possible to independently confirm which side launched the strike,russia
2486,deadly blast hits market in ukrainian city controlled by russia officials say the pro moscow authorities in the eastern city of donetsk said 25 people were killed and 20 others were wounded it was not possible to independently confirm which side launched the strike,ukraine
2488,deep under gaza evidence of cells and hostages israel says the israeli military took reporters on a tour of an underground compound in the gazan city of khan younis where it says about 20 hostages were held by hamas,palestine
2488,deep under gaza evidence of cells and hostages israel says the israeli military took reporters on a tour of an underground compound in the gazan city of khan younis where it says about 20 hostages were held by hamas,israel
2488,deep under gaza evidence of cells and hostages israel says the israeli military took reporters on a tour of an underground compound in the gazan city of khan younis where it says about 20 hostages were held by hamas,lebanon
2490,u n chief says gaza death toll is unacceptable as it passes 25 000 palestinian authorities said on sunday that more than 25 000 people had been killed in the gaza strip in the israel s military response to the oct 7 attacks,palestine
2490,u n chief says gaza death toll is unacceptable as it passes 25 000 palestinian authorities said on sunday that more than 25 000 people had been killed in the gaza strip in the israel s military response to the oct 7 attacks,israel
2494,u s and european officials push for gaza aid to pass through an israeli port the ultimate goal officials said is to establish a workable alternative to delivering aid via egypt in a way that satisfies israel s demand for security checks,palestine
2494,u s and european officials push for gaza aid to pass through an israeli port the ultimate goal officials said is to establish a workable alternative to delivering aid via egypt in a way that satisfies israel s demand for security checks,israel
2494,u s and european officials push for gaza aid to pass through an israeli port the ultimate goal officials said is to establish a workable alternative to delivering aid via egypt in a way that satisfies israel s demand for security checks,egypt
2496,monday briefing u s pushes for new hostage talks plus the meaning of north korea s threats,north korea
2515,modi opens a giant temple in a triumph for india s hindu nationalists the temple inaugurated by the prime minister is on the disputed site of a centuries old mosque destroyed in a hindu mob attack that set a precedent of impunity in cases of violence against muslims,india
2517,monday briefing the latest from the war in gaza,palestine
2520,why iran doesn t want a war iran is asserting its military strength amid the widening regional turmoil in the middle east that doesn t mean its leaders want to be drawn into a wider war,iran
2522,2 navy seals declared dead after mission to stop iranian weapons the u s military has ended a 10 day search for the commandos who went overboard during the mission off the somalia coast,iran
2522,2 navy seals declared dead after mission to stop iranian weapons the u s military has ended a 10 day search for the commandos who went overboard during the mission off the somalia coast,somalia
2523,israel s foreign minister speaks in brussels amid discord at home over the war israel s foreign minister was in brussels on monday to address his counterparts from the european union as part of a diplomatic battle to win support from the bloc amid deepening criticism over the human toll of the war and prime minister benjamin netanyahu s refusal to consider palestinian statehood,israel
2523,israel s foreign minister speaks in brussels amid discord at home over the war israel s foreign minister was in brussels on monday to address his counterparts from the european union as part of a diplomatic battle to win support from the bloc amid deepening criticism over the human toll of the war and prime minister benjamin netanyahu s refusal to consider palestinian statehood,belgium
2523,israel s foreign minister speaks in brussels amid discord at home over the war israel s foreign minister was in brussels on monday to address his counterparts from the european union as part of a diplomatic battle to win support from the bloc amid deepening criticism over the human toll of the war and prime minister benjamin netanyahu s refusal to consider palestinian statehood,palestine
2566,the decline of deaths in gaza the daily death toll in gaza has fallen in half over the past month reflecting a change in war strategy,palestine
2568,in a sign of the war s shift daily deaths in gaza are falling data shows for more than a month now the biden administration and other allies of israel have been urging its leaders to scale back the war in gaza and reduce civilian casualties it s now clear that israel s leaders have followed the advice at least partially the most tangible sign of the change is the decline in deaths among gazan residents as reported by the hamas controlled local government,palestine
2568,in a sign of the war s shift daily deaths in gaza are falling data shows for more than a month now the biden administration and other allies of israel have been urging its leaders to scale back the war in gaza and reduce civilian casualties it s now clear that israel s leaders have followed the advice at least partially the most tangible sign of the change is the decline in deaths among gazan residents as reported by the hamas controlled local government,israel
2568,in a sign of the war s shift daily deaths in gaza are falling data shows for more than a month now the biden administration and other allies of israel have been urging its leaders to scale back the war in gaza and reduce civilian casualties it s now clear that israel s leaders have followed the advice at least partially the most tangible sign of the change is the decline in deaths among gazan residents as reported by the hamas controlled local government,lebanon
2589,protesters storm meeting at israel s parliament to demand more action on hostages advocates and relatives of hostages urged lawmakers to do more to free their loved ones shame on you one yelled,israel
2590,fighting intensifies in southern gaza and its main city khan younis the whole district of khan younis is essentially besieged a spokeswoman for the palestinian red crescent society said,palestine
2594,a new concern on the ukrainian battlefield north korea s latest missiles as the war approaches its second anniversary the russians are beginning to deploy north korean arms worsening ukraine s troubles while it still awaits new air defenses from the united states,north korea
2594,a new concern on the ukrainian battlefield north korea s latest missiles as the war approaches its second anniversary the russians are beginning to deploy north korean arms worsening ukraine s troubles while it still awaits new air defenses from the united states,russia
2594,a new concern on the ukrainian battlefield north korea s latest missiles as the war approaches its second anniversary the russians are beginning to deploy north korean arms worsening ukraine s troubles while it still awaits new air defenses from the united states,ukraine
2616,tuesday briefing north korean missiles in ukraine plus a revolutionary way to feed the world,north korea
2616,tuesday briefing north korean missiles in ukraine plus a revolutionary way to feed the world,ukraine
2625,bali bombers may return to malaysia after sentencing the two prisoners have admitted to conspiring with an affiliate of al qaeda that carried out a deadly bombing in indonesia two decades ago,malaysia
2625,bali bombers may return to malaysia after sentencing the two prisoners have admitted to conspiring with an affiliate of al qaeda that carried out a deadly bombing in indonesia two decades ago,indonesia
2627,u s expands attacks on houthis with new strikes in yemen the strikes against eight sites come as the iran backed militant group remains defiant and the region teeters on the edge of a wider war,yemen
2627,u s expands attacks on houthis with new strikes in yemen the strikes against eight sites come as the iran backed militant group remains defiant and the region teeters on the edge of a wider war,iran
2647,israel e u meeting on gaza s future yields division and confusion europeans insisting on palestinian statehood are frustrated by israel s opposition and lack of a postwar plan for the devastated gaza strip,israel
2647,israel e u meeting on gaza s future yields division and confusion europeans insisting on palestinian statehood are frustrated by israel s opposition and lack of a postwar plan for the devastated gaza strip,palestine
2649,ex u s soldier who killed iraqi civilian charged with attacking police on jan 6 edward richmond jr 40 of geismar la was convicted of manslaughter after he shot a cow herder in iraq in 2004 he now faces felony assault charges in connection to the 2021 capitol riot,iraq
2663,tuesday briefing strikes by britain and the u s in yemen,yemen
2669,a post on gaza leads to turmoil at australia s public broadcaster the hiring and forced departure of a lebanese australian journalist has exposed long simmering issues at one of the country s most trusted institutions,palestine
2669,a post on gaza leads to turmoil at australia s public broadcaster the hiring and forced departure of a lebanese australian journalist has exposed long simmering issues at one of the country s most trusted institutions,australia
2703,stripped beaten or vanished israel s treatment of gaza detainees raises alarm a u n office said israel s detention and treatment of detainees might amount to torture it estimated thousands had been detained and held in horrific conditions some were freed wearing only diapers,israel
2703,stripped beaten or vanished israel s treatment of gaza detainees raises alarm a u n office said israel s detention and treatment of detainees might amount to torture it estimated thousands had been detained and held in horrific conditions some were freed wearing only diapers,palestine
2704,israel says its military has encircled khan younis in gaza the fighting in the southern city has involved heavy exchanges of gunfire and a surge of tanks and troops into areas around hospitals,israel
2704,israel says its military has encircled khan younis in gaza the fighting in the southern city has involved heavy exchanges of gunfire and a surge of tanks and troops into areas around hospitals,palestine
2709,russian missiles hit ukrainian cities amid fears over air defenses the assault killed at least five people and wounded scores in kyiv and kharkiv ukraine is pushing for further american military aid which has been stalled in congress,russia
2709,russian missiles hit ukrainian cities amid fears over air defenses the assault killed at least five people and wounded scores in kyiv and kharkiv ukraine is pushing for further american military aid which has been stalled in congress,ukraine
2732,after years f b i recovers remains of american woman in afghanistan the recovery of cydney mizell an aid worker abducted in 2008 demonstrates the intricacies of tracking down hostages particularly in a country where the united states no longer has a presence,afghanistan
2754,there is no safety gazans scramble to find shelter as israeli attacks intensify palestinians in gaza are packing up and moving on some for the fifth sixth or seventh time,israel
2754,there is no safety gazans scramble to find shelter as israeli attacks intensify palestinians in gaza are packing up and moving on some for the fifth sixth or seventh time,palestine
2769,turkey backs sweden s nato bid the vote in the turkish parliament puts the nordic nation closer to joining the military alliance easing months of friction that have impeded efforts by the west to isolate russia over its war in ukraine,turkey
2769,turkey backs sweden s nato bid the vote in the turkish parliament puts the nordic nation closer to joining the military alliance easing months of friction that have impeded efforts by the west to isolate russia over its war in ukraine,sweden
2769,turkey backs sweden s nato bid the vote in the turkish parliament puts the nordic nation closer to joining the military alliance easing months of friction that have impeded efforts by the west to isolate russia over its war in ukraine,russia
2769,turkey backs sweden s nato bid the vote in the turkish parliament puts the nordic nation closer to joining the military alliance easing months of friction that have impeded efforts by the west to isolate russia over its war in ukraine,ukraine
2774,what is nato and how has the war in ukraine changed it this western mutual defense alliance is central to the pushback against russia even though ukraine is not a member,ukraine
2774,what is nato and how has the war in ukraine changed it this western mutual defense alliance is central to the pushback against russia even though ukraine is not a member,russia
2787,nikki haley battles long odds in new hampshire also turkey backed sweden s nato bid here s the latest at the end of tuesday,turkey
2787,nikki haley battles long odds in new hampshire also turkey backed sweden s nato bid here s the latest at the end of tuesday,sweden
2790,u s strikes 3 sites in iraq linked to militias blamed for base attack the strikes were in direct response to a series of attacks by iranian sponsored militias against u s and coalition personnel in iraq and syria the defense secretary said,iraq
2790,u s strikes 3 sites in iraq linked to militias blamed for base attack the strikes were in direct response to a series of attacks by iranian sponsored militias against u s and coalition personnel in iraq and syria the defense secretary said,iran
2790,u s strikes 3 sites in iraq linked to militias blamed for base attack the strikes were in direct response to a series of attacks by iranian sponsored militias against u s and coalition personnel in iraq and syria the defense secretary said,syria
2794,israeli soldiers clearing buffer zone in gaza die in blast on the deadliest day for israelis since the ground invasion against hamas began about 20 soldiers were killed as they prepared to level buildings near the border,israel
2794,israeli soldiers clearing buffer zone in gaza die in blast on the deadliest day for israelis since the ground invasion against hamas began about 20 soldiers were killed as they prepared to level buildings near the border,palestine
2794,israeli soldiers clearing buffer zone in gaza die in blast on the deadliest day for israelis since the ground invasion against hamas began about 20 soldiers were killed as they prepared to level buildings near the border,lebanon
2795,the meaning of gaza s tunnels hamas could have devoted its money and time to building a future for its people not a fortress for itself,palestine
2795,the meaning of gaza s tunnels hamas could have devoted its money and time to building a future for its people not a fortress for itself,lebanon
2797,biden brushing off gaza protesters at rally calls for restoring abortion rights the event was interrupted by at least 10 people protesting the war in gaza but the president focused on calling attention to restrictive abortion laws,palestine
2811,the u s strikes 2 more houthi targets in yemen the attacks the ninth in two weeks hit anti ship missiles that the iran backed militia could use against merchant and navy ships in the region,yemen
2811,the u s strikes 2 more houthi targets in yemen the attacks the ninth in two weeks hit anti ship missiles that the iran backed militia could use against merchant and navy ships in the region,iran
2832,how a ragtag militia in yemen became a nimble u s foe the iran backed houthis perfected the tactics of irregular warfare during years of conflict against a saudi led coalition military officials say,yemen
2832,how a ragtag militia in yemen became a nimble u s foe the iran backed houthis perfected the tactics of irregular warfare during years of conflict against a saudi led coalition military officials say,iran
2834,honed at home in yemen houthi propaganda is going global as the war in gaza gives the houthi militia an international audience the group has seized the opportunity to take its message far beyond yemen s borders,yemen
2834,honed at home in yemen houthi propaganda is going global as the war in gaza gives the houthi militia an international audience the group has seized the opportunity to take its message far beyond yemen s borders,palestine
2843,the man who could unseat netanyahu in the wake of the oct 7 attacks benny gantz has emerged as the most likely candidate to take on israel s current prime minister,israel
2859,israel orders evacuation of packed gaza area with 2 major hospitals hundreds of thousands of people most of them already displaced by the war are in the evacuation zone part of the city of khan younis the united nations said,israel
2859,israel orders evacuation of packed gaza area with 2 major hospitals hundreds of thousands of people most of them already displaced by the war are in the evacuation zone part of the city of khan younis the united nations said,palestine
2867,military plane crashes in russia killing all aboard moscow says the russian defense ministry claimed that the transport plane was carrying 65 ukrainian prisoners of war and accused ukraine of shooting it down the claims could not be independently verified,russia
2867,military plane crashes in russia killing all aboard moscow says the russian defense ministry claimed that the transport plane was carrying 65 ukrainian prisoners of war and accused ukraine of shooting it down the claims could not be independently verified,ukraine
2879,orban uses sweden s nato bid to take center stage in europe the hungarian leader has repeatedly opposed european efforts to boost europe s security in response to russia s invasion of ukraine he also blocked a 52 billion aid package for ukraine,sweden
2879,orban uses sweden s nato bid to take center stage in europe the hungarian leader has repeatedly opposed european efforts to boost europe s security in response to russia s invasion of ukraine he also blocked a 52 billion aid package for ukraine,russia
2879,orban uses sweden s nato bid to take center stage in europe the hungarian leader has repeatedly opposed european efforts to boost europe s security in response to russia s invasion of ukraine he also blocked a 52 billion aid package for ukraine,ukraine
2880,russian military plane crashes near border with ukraine a video verified by the new york times showed a large plane crashing and exploding in yablonovo a town in the belgorod region of russia,russia
2880,russian military plane crashes near border with ukraine a video verified by the new york times showed a large plane crashing and exploding in yablonovo a town in the belgorod region of russia,ukraine
2885,britain s foreign secretary pressures netanyahu on more aid for gaza the scale of suffering in gaza is unimaginable david cameron said after his meeting with the israeli prime minister urging a sustainable cease fire,israel
2885,britain s foreign secretary pressures netanyahu on more aid for gaza the scale of suffering in gaza is unimaginable david cameron said after his meeting with the israeli prime minister urging a sustainable cease fire,palestine
2907,israel and hamas s cease fire and hostage deal proposals what to know the negotiations continue but the sides are far apart on issues including the fate of hamas s top leadership in the gaza strip,israel
2907,israel and hamas s cease fire and hostage deal proposals what to know the negotiations continue but the sides are far apart on issues including the fate of hamas s top leadership in the gaza strip,lebanon
2907,israel and hamas s cease fire and hostage deal proposals what to know the negotiations continue but the sides are far apart on issues including the fate of hamas s top leadership in the gaza strip,palestine
2958,biden urges congress to quickly approve f 16 sale to turkey the white house sent a letter to four senior lawmakers one day after turkey s parliament voted to allow sweden to join nato,turkey
