,nyt_title,nyt_date,poli_con_class,nyt_url,nyt_abstract,news_index
276,Congress Passes Spending Bill in Wee Hours to Fend Off Shutdown,2024-03-22,0,https://www.nytimes.com/2024/03/22/us/politics/congress-spending-bill-government-shutdown.html,"After hours of delay, the Senate overwhelmingly voted for the $1.2 trillion bill to fund more than half of the government, sending the measure to President Biden’s desk.",10738
282,"In Russia, Fingers Point Anywhere but at ISIS for Concert Hall Attack",2024-03-24,1,https://www.nytimes.com/2024/03/24/world/europe/russia-moscow-concert-hall-attack.html,"Russian state media pushed the idea that Ukraine was the obvious culprit, but at least three of the four suspects charged on Sunday are from the Central Asian nation of Tajikistan.",10961
286,"Display of Battered Men Was Russia’s Warning to the Public, Analysts Say",2024-03-26,1,https://www.nytimes.com/2024/03/26/world/europe/russia-terror-attack-torture.html,"Videos showing the torture of four men, accused of Russia’s deadliest terror attack in decades, have circulated widely in what analysts call a sign of the Russian state’s growing tolerance for public violence.",11085
288,A Grim Tory Ad About London Crime Used New York Footage,2024-03-26,0,https://www.nytimes.com/2024/03/26/world/europe/london-crime-ad-nyc-conservatives.html,"An ad for the British Conservative mayoral candidate showed terrified commuters running. But they were not in London. They were in Penn Station, responding to false reports of gunfire in 2017.",11170
290,It Can Take Years to Repair Bridges After a Collapse,2024-03-26,0,https://www.nytimes.com/2024/03/26/us/bridge-collapse-repairs.html,The collapse of the Francis Scott Key Bridge wiped out a roadway that tens of thousands of people used to travel to and from Baltimore.,11185
297,Trump’s Defense Team Argues First Amendment Prohibits Georgia Charges,2024-03-28,0,https://www.nytimes.com/2024/03/28/us/trump-georgia-hearing.html,Fulton County prosecutors say Donald J. Trump’s comments about the 2020 election were meant to advance a broad criminal scheme to overturn the election results.,11508
299,"Amid Health Concerns, Pope Delivers Strong Easter Message Calling for Gaza Cease-Fire",2024-03-31,1,https://www.nytimes.com/2024/03/31/world/europe/pope-francis-easter-speech.html,Pope Francis’ decisions to reduce his participation in two major Holy Week events had raised fears about his health.,11808
0,The Growing Private-Sector Involvement in Canadian Public Health Care Systems,2024-01-20,0,https://www.nytimes.com/2024/01/20/world/canada/canada-letter-private-health-care.html,Ontario announced plans this week to further expand services offered through privately owned clinics under its health plan.,2401
1,"Who Won, Who Lost and What’s Still Undecided From Super Tuesday",2024-03-06,0,https://www.nytimes.com/2024/03/06/us/politics/super-tuesday-won-lost.html,The presidential candidates weren’t the only ones on the ballot.,8376
2,Why So Many Palestinians and Israelis Are Talking About Marwan Barghouti,2024-02-14,0,https://www.nytimes.com/2024/02/14/opinion/marwan-barghouti-palestinian-israel.html,"His name may not be familiar to many Americans, but people in the Middle East know it well.",5547
3,Three Questions About Rafah,2024-02-20,1,https://www.nytimes.com/2024/02/20/briefing/rafah-israel-gaza-war.html,A looming battle in the southern Gaza city embodies the brutal dynamics of the conflict.,6306
4,Trump Indicates He Would Back a 15-Week Federal Abortion Ban,2024-03-20,0,https://www.nytimes.com/2024/03/20/us/politics/trump-15-week-federal-abortion-ban.html,"The remarks on a radio show came after he had been privately expressing support for a similar ban, at 16 weeks.",10429
5,Bobby Kennedy and Tom Suozzi,2024-02-15,0,https://www.nytimes.com/2024/02/15/briefing/bobby-kennedy-and-tom-suozzi.html,Suozzi’s campaign offered an early glimpse of messages that Democrats plan to use against Donald Trump.,5725
6,"Accused of Genocide, Israelis See Reversal of Reality. Palestinians See Justice.",2024-01-12,1,https://www.nytimes.com/2024/01/12/world/middleeast/israel-palestinians-icj-genocide.html,"Israel stands accused of committing genocide in Gaza. To Israelis, the charge is a perversion of history. But for Palestinians it creates a fleeting sense of justice.",1371
7,Why Jan. 6 Wasn’t an Insurrection,2024-01-12,0,https://www.nytimes.com/2024/01/12/opinion/jan-6-not-insurrection.html,Comparing the Capitol riot to the Beer Hall Putsch and the Whiskey Rebellion.,1478
8,Making Changes to U.S. Immigration Policy,2024-01-19,0,https://www.nytimes.com/2024/01/19/opinion/immigration-policy.html,Readers discuss a guest essay suggesting ways to fix the immigration crisis. Also: Aid to Ukraine; Nikki Haley and the Confederate flag; Botox.,2288
9,Bangladesh Leader Headed to 4th Straight Term in Vote Marred by Crackdown,2024-01-07,0,https://www.nytimes.com/2024/01/07/world/asia/bangladesh-election.html,"With the opposition in jail or off the ballots in a boycott, the prime minister for the past 15 years was expected to maintain her grip on power in what appeared to be a low-turnout vote.",686
10,South Korean Opposition Leader Is Stabbed,2024-01-02,1,https://www.nytimes.com/2024/01/01/world/asia/south-korea-opposition-lee-jae-myung.html,"Lee Jae-myung, the Democratic Party head, was attacked by a 66-year-old man in the city of Busan, the police said. Mr. Lee is now recovering from surgery.",71
11,"10 Guards, 900 Inmates and the Dire Results of Warnings Ignored",2024-02-02,0,https://www.nytimes.com/2024/02/02/us/wi-prison-staffing-shortage.html,"An extreme shortage of guards at Wisconsin’s prisons has slowed basic operations to a crawl. Inmates escaped, prisons locked down and conditions deteriorated.",4001
12,Welcome to the Jess Bidgood Era,2024-03-29,0,https://www.nytimes.com/2024/03/29/us/politics/bidgood-biden-trump.html,"After a long and exhaustive search, we have found our next newsletter writer.",11702
13,Thursday Briefing,2024-02-15,0,https://www.nytimes.com/2024/02/15/briefing/russia-space-nuclear-weapon-indonesia-president.html,Russian advances on a space-based nuclear weapon.,5666
14,The Bay Area Leads the National Shift to Electric Vehicles,2024-03-12,0,https://www.nytimes.com/2024/03/12/us/bay-area-electric-vehicles.html,San Jose and San Francisco had the highest E.V. adoption rate among major U.S. metropolitan areas last year.,9257
15,E.U. Finds a Way to Make Russia Pay for Weapons for Ukraine,2024-03-20,1,https://www.nytimes.com/2024/03/20/world/europe/eu-russia-weapons-ukraine.html,"Using interest earned on frozen Russian assets held in Europe, the bloc plans to raise billions. But other ways to pay for new weapons remain elusive.",10421
16,Haley Hits DeSantis on Disney: Government Shouldn’t ‘Bully’ Companies,2024-01-11,0,https://www.nytimes.com/2024/01/10/us/politics/desantis-disney-haley.html,The former South Carolina governor cast the Florida governor as anti-business.,1172
17,The Weather in Iowa Is Not the Only Thing That Is Bitterly Cold,2024-01-15,0,https://www.nytimes.com/2024/01/15/opinion/iowa-trump-biden-cold.html,It might as well be “Frozen III” in Des Moines. And what a cast of characters.,1702
18,Ex-General Accused of Rights Abuses Is Declared Winner of Indonesia Election,2024-03-20,0,https://www.nytimes.com/2024/03/20/world/asia/prabowo-official-indonesia-election.html,"The official result confirmed projections made after last month’s vote, which raised concerns about the vibrancy of the country’s democracy.",10393
19,No More Legal Games for Donald Trump,2024-02-10,0,https://www.nytimes.com/2024/02/10/opinion/editorials/trump-immunity-supreme-court.html,The Supreme Court can put a stop to the former president’s attempts to delay his criminal trial.,5127
20,"In Norway, a Proposed Ban on Foreign Adoptions Rattles All Sides of a Heated Debate",2024-01-17,0,https://www.nytimes.com/2024/01/17/world/europe/foreign-adoptions-ban-norway-denmark.html,"A policy body recommended this week that the country halt all foreign adoptions amid allegations of stolen children, falsified paperwork and for-profit adoption schemes.",2002
21,Removal of Netflix Film Shows Advancing Power of India’s Hindu Right Wing,2024-01-12,0,https://www.nytimes.com/2024/01/12/world/asia/india-netflix-hindu.html,The movie “Annapoorani” was about a female chef overcoming caste prejudice. Hindu activists said it hurt their feelings.,1408
22,Washington Man Pleads Guilty to Making Numerous ‘Swatting’ Calls,2024-01-27,0,https://www.nytimes.com/2024/01/27/us/washington-swatting-fake-emergencies.html,"Ashton Connor Garcia, who called himself a “cyberterrorist,” made 20 calls about fake bombs, shootings and other threats that drew police responses, officials said.",3335
23,"Gunmen Kill 60 at Concert Hall Outside Moscow, Russian Authorities Say",2024-03-22,1,https://www.nytimes.com/2024/03/22/world/europe/moscow-shooting.html,"The Islamic State claimed the attack, the deadliest in the Moscow region in more than a decade.",10771
24,The Election No One Seems to Want Is Coming Right at Us,2024-01-08,0,https://www.nytimes.com/2024/01/08/opinion/trump-biden-claudine-gay.html,It’s 2024. Sorry.,783
26,How the Iowa Caucuses Work,2024-01-14,0,https://www.nytimes.com/2024/01/14/us/politics/iowa-caucus-vote-how-where-when.html,"The parties, not the state government, run the caucuses, which have a different feel from most other balloting.",1653
27,F.B.I. Director Makes a Secret Trip to Israel,2024-02-14,1,https://www.nytimes.com/2024/02/14/world/middleeast/israel-fbi-christopher-wray.html,"Christopher A. Wray, whose agency has worked with Israeli authorities to pursue atrocities committed by Hamas, has made his first visit to Israel since the war began, the bureau disclosed.",5625
28,Chicago Voters Reject Real Estate Tax Change to Fund Homeless Programs,2024-03-22,0,https://www.nytimes.com/2024/03/22/us/chicago-real-estate-tax-vote.html,"The referendum, backed by progressives but criticized by the real estate industry, called for raising transfer taxes on properties that sell for more than $1 million.",10803
29,Read the Charging Documents Against Lyndell Mays,2024-02-20,0,https://www.nytimes.com/interactive/2024/02/20/us/mays-kc-charging-docs.html,"Two Missouri residents, Dominic Miller and Lyndell Mays, were charged with murder in the shooting that erupted after the Super Bowl parade in Kansas City, Mo. Here are the charging documents against Lyndell Mays.",6370
30,Texas 33rd Congressional District Primary Election Results,2024-03-05,0,https://www.nytimes.com/interactive/2024/03/05/us/elections/results-texas-us-house-33-primary.html,Get live results and maps from the 2024 Texas primary election.,8230
31,Israel-Hamas Talks Over Hostage Releases and a Cease-Fire Stall,2024-03-06,1,https://www.nytimes.com/2024/03/06/us/politics/israel-hamas-hostages.html,"Officials say Hamas has continued to press Israel for a commitment to a permanent cease-fire after a multistage release of all hostages, but Israel has refused.",8489
32,Civil Judgments Sting as Criminal Cases Slow,2024-03-21,0,https://www.nytimes.com/2024/03/21/us/politics/trump-trial-civil-cases-bond.html,Civil cases are keeping the pressure on Donald Trump ahead of his four criminal trials.,10600
33,Coming Up After the Break: Trump Picks a Running Mate,2024-03-20,0,https://www.nytimes.com/2024/03/20/us/politics/trump-running-mate.html,"The former president, who knows a thing or two about televised drama, is already dropping hints.",10450
34,Pennsylvania Plans Task Force to Combat Election Disruptions,2024-02-29,0,https://www.nytimes.com/2024/02/29/us/politics/pennsylania-elections-misinformation-task-force.html,"The federal-state joint effort will aim to “combat misinformation, safeguard the rights of every citizen and ensure this election is safe, secure, free and fair,” Gov. Josh Shapiro said.",7536
35,U.N. Warns Gaza Is Heading for Famine as Specter of Wider War Looms,2024-01-13,1,https://www.nytimes.com/2024/01/13/world/middleeast/houthis-yemen-us-strikes-gaza.html,Officials of the Iran-backed Houthi militia in Yemen threatened to respond to American-led airstrikes over the past two days.,1552
36,"Fewer Voters Think Trump Committed Crimes, Polls Show",2024-03-05,0,https://www.nytimes.com/2024/03/05/us/politics/donald-trump-poll-crimes.html,"A strategy to delay Donald J. Trump’s trials may be changing views, with the percentage of voters who see his actions as crimes falling across the spectrum since December.",8124
37,Can Elon Musk Really Do That?,2024-01-19,0,https://www.nytimes.com/2024/01/19/opinion/elon-musk-tesla-ai.html,His demand to own 25 percent of Tesla’s shares is a fascinating stress test of corporate governance.,2332
38,Are There Any Persuadable Voters Left?,2024-02-16,0,https://www.nytimes.com/2024/02/16/us/politics/presidential-election-voters.html,“You want me to name them individually? Because I probably could at this point.”,5998
39,Landslide in China Wipes Out Fields and Houses,2024-01-22,0,https://www.nytimes.com/video/world/asia/100000009275774/china-landslide-buries-dozens.html,"Footage from China Central Television, a state media outlet, showed a landslide that flowed down a snowy mountain in Yunnan Province.",2526
40,Four Years Since California Declared a Covid Emergency,2024-03-04,0,https://www.nytimes.com/2024/03/04/us/california-covid-emergency.html,The state recently adopted some of the most lax Covid guidance in the nation.,7973
41,Aleksei Navalny Inspired Me to Start Pussy Riot. His Vision Is Immortal.,2024-02-24,0,https://www.nytimes.com/2024/02/24/opinion/alexei-navalny-death-resistance.html,Nadya Tolokonnikova on the hope she still holds for Russia’s resistance movement.,6896
42,New State Laws on Hot-Button Issues Take Effect Today,2024-01-01,0,https://www.nytimes.com/2024/01/01/us/new-state-laws-2024.html,"Many state laws take effect on the first day of 2024, including new rules on gun safety, a ban on diversity programs and a curb on telemarketing calls.",16
43,Trump Suggests He’s Decided on a Vice President: ‘I Know Who It’s Going to Be’,2024-01-11,0,https://www.nytimes.com/2024/01/10/us/politics/trump-vp-pick.html,"The former president, at a town hall on Fox News on Wednesday, suggested he has made up his mind on a running mate, but then he declined to provide details.",1173
44,Elon Musk Has a Giant Charity. Its Money Stays Close to Home.,2024-03-10,0,https://www.nytimes.com/video/us/100000009350979/elon-musk-keeps-his-money-close.html,"After making billions in tax-deductible donations to his philanthropy, Elon Musk gave away far less than required in some years — and what he did give often supported his own interests.",9006
45,"Israel Cites ‘New Initiatives’ for Gaza Aid, but Progress Has Been Slow",2024-03-29,1,https://www.nytimes.com/2024/03/29/world/middleeast/israel-gaza-aid-famine.html,"The country pointed to measures to deliver necessities by land, air and sea that aid groups say are not nearly sufficient to meet the need.",11646
46,Friday Briefing: Two Years of War in Ukraine,2024-02-22,1,https://www.nytimes.com/2024/02/22/world/asia/friday-briefing-two-years-of-war-in-ukraine.html,"Also, an attempt at a moon landing.",6671
47,The Rich Spend Differently From You and Me,2024-03-05,0,https://www.nytimes.com/2024/03/05/opinion/inflation-income-inequality.html,Your inflation rate may not be mine. Does it matter?,8311
48,"Lev Rubinstein, Russian Poet and a Critic of Putin, Is Dead at 76",2024-01-20,0,https://www.nytimes.com/2024/01/20/world/europe/lev-rubinstein-dead.html,He helped found an avant-garde movement fusing art and prose and was outspoken against the invasion of Ukraine. He died after he was hit by a car in Moscow.,2431
49,DNA From Discarded Gum Leads to Conviction in 1980 Oregon Murder,2024-03-19,0,https://www.nytimes.com/2024/03/19/us/oregon-man-guilty-murder-dna.html,"Robert Arthur Plympton was found guilty of murdering Barbara Mae Tucker, 19, who was kidnapped, sexually assaulted and beaten to death on a community college campus near Portland.",10272
50,Biden’s Options Range From Unsatisfying to Risky After American Deaths,2024-01-29,1,https://www.nytimes.com/2024/01/29/us/politics/us-biden-iran-drone-response.html,"President Biden is balancing political pressures, military calculations and regional fragility after a drone strike killed three service members.",3487
51,See the Rapid Expansion of Tent Camps in Southern Gaza,2024-01-18,1,https://www.nytimes.com/interactive/2024/01/18/world/middleeast/gaza-displaced-tent-camps-rafah.html,Satellite images show the huge influx of displaced people in Rafah as more evacuees have moved south to avoid areas under Israeli bombardment.,2100
52,"Chris Christie, We Miss You!",2024-01-11,0,https://www.nytimes.com/2024/01/11/opinion/iowa-debate-desantis-haley.html,Nikki Haley and Ron DeSantis summon the right fury for the wrong target.,1181
53,‘Punjabi Wave’ Music Hits the Juno Awards Stage,2024-03-30,0,https://www.nytimes.com/2024/03/30/world/canada/juno-awards-karan-aujla.html,"Karan Aujla, 27, became the first Punjabi artist to win an award at the Junos as the genre expands its fan base in Canada.",11745
54,"For Orban, Ukraine Is a Pawn in a Longer Game",2024-02-01,1,https://www.nytimes.com/2024/02/01/world/europe/orban-ukraine-funding-hungary.html,"His real aim is to lead a populist and nativist rebellion against Europe’s liberal elite, though that campaign is showing signs of faltering.",3910
55,"What Does Being Sober Mean Today? For Many, Not Full Abstinence.",2024-02-04,0,https://www.nytimes.com/2024/02/04/us/addiction-california-sober.html,"More younger Americans are shunning alcohol while embracing cannabis, ketamine and psychedelics, shaking up the field of addiction medicine.",4230
56,How the State of the Union Became a Picture of Disunion,2024-03-07,0,https://www.nytimes.com/interactive/2024/03/06/us/state-of-the-union-partisan-history.html,"What used to be a solemn event, governed by dignity and protocol, has more recently become marked by partisan disruption.",8525
57,"Iceland Volcano Erupts Again, Cutting Off Hot Water to Thousands",2024-02-08,0,https://www.nytimes.com/2024/02/08/world/europe/iceland-volcano-erupts.html,The flowing lava poured over a key pipe that transports hot water from the local power plant to nearby towns.,4756
58,Harvard’s President Resigned After Plagiarism Accusations,2024-01-02,1,https://www.nytimes.com/2024/01/02/briefing/harvards-president-resigned-after-plagiarism-accusations.html,"Also, a senior Hamas leader was killed in Beirut. Here’s the latest at the end of Tuesday.",166
59,"America First Legal, a Trump-Aligned Group, Is Spoiling for a Fight",2024-03-21,0,https://www.nytimes.com/2024/03/21/us/politics/stephen-miller-america-first-legal.html,"The group, headed by the former Trump adviser Stephen Miller, has filed more than 100 legal actions against “woke” companies and others. But winning may be beside the point.",10513
60,"From Frigid Cells to Mystery Injections, Prison Imperiled Navalny’s Health",2024-02-17,0,https://www.nytimes.com/2024/02/17/world/europe/navalny-health-prison-death.html,"Although Aleksei A. Navalny’s cause of death is not known, his staff often worried that brutal conditions imposed on him in ever crueler prisons might lead to his death.",6096
61,Maine Town Manager Dies Saving His Son After Both Fall Through Ice,2024-01-28,0,https://www.nytimes.com/2024/01/28/us/maine-town-manager-dies.html,"Kevin Howell, 51, the town manager in Carmel, Maine, and his 4-year-old son fell through the ice while crossing a pond. He rescued his son, who ran home to get help.",3407
62,Israel and Hamas’s Cease-Fire and Hostage Deal Proposals: What to Know,2024-01-24,1,https://www.nytimes.com/2024/01/24/world/middleeast/israel-hamas-hostages-ceasefire-talks.html,"The negotiations continue, but the sides are far apart on issues including the fate of Hamas’s top leadership in the Gaza Strip.",2907
63,Millions of Low-Income Families Set to Lose Internet Subsidies,2024-03-23,0,https://www.nytimes.com/2024/03/23/us/politics/internet-subsidies-affordable-connecticity-program.html,"The Affordable Connectivity Program, a $14.2 billion federal effort to make internet service more affordable, is expected to run out of funding this spring.",10833
64,"To Win Iowa, Trump Turns to Allies Like Marjorie Taylor Greene",2024-01-09,0,https://www.nytimes.com/2024/01/09/us/politics/trump-iowa-caucuses-mtg.html,"With the former president busy defending himself in court from 91 felony charges, his campaign has deployed high-profile conservatives to help fill the gaps in Iowa.",916
65,"Israel Picks Holocaust Survivor Judge for Genocide Case, Surprising Some",2024-01-08,0,https://www.nytimes.com/2024/01/08/world/middleeast/israel-gaza-genocide-case-judge-barak.html,"Aharon Barak, a retired Israeli Supreme Court president, fought the government’s judicial overhaul plan. But it chose him for the panel hearing a case against it in a United Nations court.",822
66,Where Have All the Transfers Gone?,2024-02-02,0,https://www.nytimes.com/2024/02/02/world/europe/january-transfer-window.html,"A quiet January window may not be a bubble bursting, but rather an awareness that the player-acquisition business has changed.",4052
67,U.S. Defense Secretary Is Released From the Hospital After 2 Weeks,2024-01-15,0,https://www.nytimes.com/2024/01/15/us/politics/defense-secretary-lloyd-austin-hospital-release.html,"The secretary, Lloyd J. Austin III, kept the White House in the dark about his hospitalization for several days, a major breach of protocol at the highest national security levels.",1731
68,Pro-Trump Internet Trolls Escalate Ugly Attacks on Nikki Haley,2024-02-22,0,https://www.nytimes.com/2024/02/22/us/politics/trump-trolls-nikki-haley.html,"For most of the campaign, Ms. Haley was spared the full force of former President Donald J. Trump’s devoted online following. No longer.",6683
69,Military ‘Practice Bomb’ Washes Ashore in California,2024-01-03,0,https://www.nytimes.com/2024/01/03/us/wwii-bomb-santa-cruz-beach.html,"The munition, which was carried to shore by the rough surf that battered the state last week, was found on New Year’s Eve.",182
70,How a Tiny Arts Center Is Helping a Rural County Heal After Wildfires,2024-03-15,0,https://www.nytimes.com/2024/03/15/us/lake-county-california-art-center.html,"The Middletown Art Center in Lake County has turned into a “focal point for the area’s resilience and growth,” one resident said.",9725
71,"I’m the Mayor of Dearborn, Mich., and My City Feels Betrayed",2024-02-20,0,https://www.nytimes.com/2024/02/20/opinion/biden-dearborn-michigan-gaza.html,I worry Biden will be remembered not as the president who saved American democracy but as the president who sacrificed it for Netanyahu.,6293
72,"In France, a Conviction for Police Brutality, but Little Expectation of Change",2024-01-21,0,https://www.nytimes.com/2024/01/21/world/europe/france-police-brutality-verdict.html,"A police officer who seriously injured a 22-year-old Black man with a baton during an arrest in 2017 was convicted, but given only a suspended sentence.",2465
73,Burned Vehicles Litter Streets After Clashes in Northern India,2024-02-09,1,https://www.nytimes.com/video/world/asia/100000009305985/india-clashes-mosque-muslim-seminary.html,"Protests broke out in the town of Haldwani, India, after officials and the police arrived to demolish a mosque and a Muslim seminary.",5004
74,"Hey, Losers! Here’s How to Bring Baseball’s Very Boring Era to an End.",2024-03-23,0,https://www.nytimes.com/2024/03/23/opinion/baseball-season-mlb-trash-talk.html,"Without trash talk, baseball has lost more than the occasional dugout brawl and well-timed zinger; it’s lost some of its drama.",10861
75,My Father’s Quiet Love Speaks Louder Than Words,2024-03-05,0,https://www.nytimes.com/2024/03/05/opinion/grief-fathers-first-generation.html,Ours is a tacit understanding that we’ve got each other’s backs.,8084
76,"In California, the Number of Monarch Butterflies Has Dropped by 30 Percent",2024-02-02,0,https://www.nytimes.com/2024/02/02/us/california-monarch-butterflies-population.html,The orange and black insects were classified as endangered in 2022.,4049
77,Our Society Is Not a Bee Hive,2024-02-17,0,https://www.nytimes.com/2024/02/17/opinion/texas-tim-dunn-trump.html,A billionaire in Texas is showing how our system really works.,6086
78,‘What’s My Life Worth?’ The Big Business of Denying Medical Care,2024-03-14,0,https://www.nytimes.com/video/opinion/100000009345904/health-insurance-prior-authorization.html,"Insurance companies have weaponized a seemingly benign process to protect their profits, and it’s putting patients at risk.",9503
79,U.S. Says ISIS Was Responsible for Deadly Moscow Concert Hall Attack,2024-03-22,1,https://www.nytimes.com/2024/03/22/world/europe/isis-moscow-attack-concert-hall.html,"After a period of relative quiet, the Islamic State has been trying to increase its external attacks, according to U.S. counterterrorism officials.",10800
80,"For New Moms in Seoul, 3 Weeks of Pampering and Sleep at a Joriwon",2024-01-28,0,https://www.nytimes.com/2024/01/28/world/asia/south-korea-joriwon-postpartum-care.html,"Some new mothers say postpartum care centers are the best part of childbirth in South Korea, where fewer people are deciding to have children because of high costs.",3354
81,Monday Briefing: Bangladesh’s Troubled Election,2024-01-07,0,https://www.nytimes.com/2024/01/07/briefing/bangladesh-election-hamas-gaza-japan-steel.html,Plus why the first galaxies were banana-shaped.,721
82,New Hampshire Showed Trump’s Strengths and Weaknesses,2024-01-24,0,https://www.nytimes.com/2024/01/24/briefing/new-hampshire-trump-russian-plane-crash.html,"Also, a Russian military plane crashed near Ukraine. Here’s the latest at the end of Wednesday.",2938
83,Putin to U.S.: Let’s Make a Deal on Ukraine (on My Terms),2024-02-09,1,https://www.nytimes.com/2024/02/09/world/europe/putin-ukraine-deal-tucker-carlson-interview.html,"The Russian leader clearly believes he can now negotiate from strength, but the message in the Tucker Carlson interview was muddled, critics say.",5021
84,Which Version of an Ex-General Did Indonesia Just Vote For?,2024-02-15,0,https://www.nytimes.com/2024/02/15/world/asia/indonesia-election-president-prabowo.html,"Prabowo Subianto has had many identities over the years: a commander under sanctions for rights abuses, a violent nationalist and, now, the candidate of continuity.",5735
85,Nikki Haley Is Actually Winning,2024-02-29,0,https://www.nytimes.com/2024/02/29/opinion/nikki-haley-trump-election.html,She’s not running against Trump. She’s using him to launder her image.,7575
86,Putin Is Making His Plans Brutally Clear,2024-01-16,1,https://www.nytimes.com/2024/01/16/opinion/putin-ukraine-war.html,"Ukrainians know that when it comes to Vladimir Putin, one must not trust what he says, but watch what he does.",1782
87,Biden Offers Aid to California as It Deals with Floods and Mudslides,2024-02-06,0,https://www.nytimes.com/video/us/100000009299382/biden-offers-aid-to-california-as-it-deals-with-floods-and-mudslides.html,The president addressed the public via Los Angeles Mayor Karen Bass’s speakerphone to offer aid from FEMA after a deadly atmospheric river hit the state.,4435
88,India’s 2024 General Election: What to Know,2024-03-16,0,https://www.nytimes.com/2024/03/16/world/asia/india-2024-election.html,India’s general elections will determine the political direction of the world’s most populous nation for the next five years.,9872
89,What Happened in the Michigan Democratic Primary,2024-02-28,0,https://www.nytimes.com/video/us/politics/100000009333217/michigan-primary-election-2024.html,"President Biden handily won the primary, but tens of thousands in the swing state voted “uncommitted” over his support for Israel.",7318
90,A 30-Second Kennedy Ad Collides With a Decades-Long Family Legacy,2024-02-13,0,https://www.nytimes.com/2024/02/13/us/politics/rfk-jr-super-bowl-ad-kennedy.html,A Super Bowl commercial that echoed a 1960 campaign ad for John F. Kennedy deepens a growing estrangement between Robert F. Kennedy Jr. and much of his family.,5400
91,Why It Takes Longer for California to Count Ballots,2024-03-05,0,https://www.nytimes.com/2024/03/05/us/politics/california-super-tuesday.html,"A heavy reliance on mail-in ballots, and an extensive review process, can lead to a waiting game for results.",8296
92,A New Orleans Man Wants His Opossum Back. Thousands Have Joined His Plea.,2024-02-21,0,https://www.nytimes.com/2024/02/21/us/opossum-pet-louisiana-petition.html,"The much-loved marsupial, Saffron, was known to frequent the French Quarter with his owner. A friend started a petition for the opossum’s return after state wildlife authorities seized him this month.",6523
93,"Israel Was Behind Attacks on Major Gas Pipelines in Iran, Officials Say",2024-02-16,1,https://www.nytimes.com/2024/02/16/world/middleeast/iran-israel-attacks-gas-pipelines.html,"The sabotage, which analysts said marked an escalation in the shadow war between Israel and Iran, caused sweeping disruption in several provinces.",5980
94,"Inspired by Texas, Republicans in Other States Eye Immigration Bills",2024-03-20,0,https://www.nytimes.com/2024/03/20/us/texas-immigration-republican-states.html,"Iowa lawmakers passed a similar bill on Tuesday, and several other states are hoping to follow suit.",10427
95,U.N. Agency for Palestinians Imperiled by Terrorism Charges,2024-01-29,1,https://www.nytimes.com/2024/01/29/world/middleeast/unrwa-israel-gaza-terrorism.html,"Donors have pulled funds for the main aid agency in Gaza after allegations that some employees took part in the Oct. 7 attack, but it is not clear who would fill the vacuum if it ran out of money.",3523
96,Israeli Teenager Recounts Her Time as a Hostage in Gaza,2024-01-15,1,https://www.nytimes.com/2024/01/16/world/middleeast/israel-hostage-hamas-gaza.html,"Hila Rotem Shoshani, 13, is the youngest of the hostages freed from Gaza to speak out about the harsh conditions in which they were held.",1739
97,G.O.P. Backlash to Border Deal Reflects Vanishing Ground for a Compromise,2024-02-05,0,https://www.nytimes.com/2024/02/05/us/politics/republicans-border-deal.html,"Republicans demanded a border crackdown but have rejected a bipartisan plan to impose one, underscoring the intractable politics of the issue in an election year.",4414
98,Taiwan Goes to the Polls,2024-01-12,0,https://www.nytimes.com/2024/01/12/briefing/taiwan-election.html,The election could reshape international affairs.,1410
99,"‘I’m Not Going to Have Time for Retribution,’ Trump Says at Town Hall",2024-01-11,0,https://www.nytimes.com/2024/01/10/us/politics/trump-town-hall-fox.html,The town hall on Fox News was the former president’s counterprogramming as Nikki Haley and Ron DeSantis debated on CNN.,1177
100,"Man Killed Son in 1989, Then Staged Tearful TV Discovery, Officials Say",2024-01-12,0,https://www.nytimes.com/2024/01/12/us/justin-turner-killed-cold-case.html,"After a fresh investigation into the death of 5-year-old Justin Lee Turner, the South Carolina authorities have charged his father, Victor Lee Turner, and stepmother with murder.",1467
101,Thursday Briefing: U.S. Targets TikTok,2024-03-13,0,https://www.nytimes.com/2024/03/13/world/asia/target-us-gaza-aid-asia.html,"Also, aid to northern Gaza and whimsical wooden automatons",9456
102,Inside the Blunders That Plunged the College Admission Season Into Disarray,2024-03-13,0,https://www.nytimes.com/2024/03/13/us/politics/fafsa-college-admissions.html,"The Education Department was supposed to make applying for federal financial aid easier. Instead, it got worse.",9427
104,Ann Arbor School Board Set to Vote on Israel-Gaza Ceasefire Resolution,2024-01-17,0,https://www.nytimes.com/2024/01/17/us/ann-arbor-israel-gaza-ceasefire.html,"The proposed resolution has divided the left-leaning Michigan college town, home to sizable Arab and Jewish populations.",1961
105,When Soccer’s Content Mine Loses Sight of Reality,2024-01-27,0,https://www.nytimes.com/2024/01/27/world/europe/liverpool-wrexham.html,"As documentaries and series about teams proliferate, it’s easy to pine for the ones that offered the clearest windows into the game.",3287
106,A Child of Another War Who Makes Music for Ukrainians,2024-01-26,1,https://www.nytimes.com/2024/01/26/world/europe/ukraine-music-mirza-ramic.html,"Mirza Ramic, a Bosnian who sought refuge in the United States, is bringing his electronic music to Ukraine, “to show my support in these hard times.”",3172
