news_index,nyt_txt,country
81,russia hammers kyiv with missiles in large scale attack russia said that ukraine retaliated hours later with missile attacks on russian territory part of an escalating cycle of air assaults between the two countries,ukraine
90,a miracle plane erupts in flames landing in tokyo but all aboard survive japan airlines said all 367 passengers and 12 crew members had safely evacuated the jet but five crew members on a japanese coast guard plane that collided with it were killed,japan
106,my second trip to gaza was as a hostage i will never return an israeli woman kidnapped in the oct 7 attack on israel by hamas recalls a visit to the gaza strip in another lifetime,israel
121,the twin fronts in the battle over israel s identity monday s court ruling joined the war in gaza in a widening crisis over what kind of state israel will be,israel
128,should ukraine consider an armistice readers discuss actions the u s and ukraine should take also rape of israeli women private equity firms high housing costs birds not birdbrains,ukraine
128,should ukraine consider an armistice readers discuss actions the u s and ukraine should take also rape of israeli women private equity firms high housing costs birds not birdbrains,israel
130,earthquake kills dozens in japan rescuers continued to search for people trapped in the rubble a day after an earthquake struck western japan,japan
137,top hamas official is killed in lebanon as fears grow of a wider war the israeli government would not comment on the death of saleh al arouri but a u s official said to expect israel to assassinate hamas officials for years,lebanon
137,top hamas official is killed in lebanon as fears grow of a wider war the israeli government would not comment on the death of saleh al arouri but a u s official said to expect israel to assassinate hamas officials for years,israel
139,buildings smolder after russian air attacks on kyiv first responders put out fires after russia bombarded the ukrainian capital with missiles and drones,russia
144,who was saleh al arouri the senior hamas leader killed in beirut the hamas deputy who the group said had been killed helped usher in closer ties with the iran backed hezbollah militia and was accused of masterminding attacks in israel,iran
144,who was saleh al arouri the senior hamas leader killed in beirut the hamas deputy who the group said had been killed helped usher in closer ties with the iran backed hezbollah militia and was accused of masterminding attacks in israel,israel
154,maureen flavin sweeney dies at 100 her weather report delayed d day she helped save general eisenhower s invasion from potential disaster enabling the allies to gain a foothold in france that was essential to victory in world war ii,france
160,netanyahu allies signal pause in campaign to rein in judges with israel fighting in gaza people on both sides of the judiciary debate appear unwilling to return to the domestic upheaval that preceded the war,israel
161,who is alan garber harvard s interim president dr garber is an economist and physician who told the harvard crimson that he regretted the university s initial statement in response to the israel hamas war,israel
171,hamas used gaza hospital as a command center u s intelligence says israeli forces stormed the site in november drawing intense international scrutiny and criticism,israel
183,abrupt dismissals point to xi jinping s quiet shake up of china s military the purge of several commanders from china s legislature was the latest sign of widening investigations focused on the sensitive arms sector experts say,china
184,hamas blames israel for the death of a senior official in lebanon israel and the surrounding region were on edge wednesday a day after the assassination of a top hamas leader in lebanon heightened worries that the war in gaza could spill over into a broader conflict,israel
184,hamas blames israel for the death of a senior official in lebanon israel and the surrounding region were on edge wednesday a day after the assassination of a top hamas leader in lebanon heightened worries that the war in gaza could spill over into a broader conflict,lebanon
204,it s state propaganda ukrainians shun tv news as war drags on a government approved news program intended to counter russian disinformation and boost morale is coming under criticism for painting a rosy picture of the war,russia
219,world s oldest pyramid in indonesia a study draws skepticism the study under investigation by its publisher has fueled a dispute over the age of a partially excavated site and prompted warnings about the dangers of nationalist mythmaking,indonesia
220,knife attack on opposition leader raises alarms in polarized south korea the attack on lee jae myung who narrowly lost the 2022 presidential vote came amid a deepening political divide and increasingly extreme discourse in south korea,south korea
226,al arouri s killing is a blow to hamas though likely not a debilitating one analysts say the killing of saleh al arouri deprives hamas of one of its most skilled tacticians who helped route money and weapons to its operatives in gaza and elsewhere in the middle east and integrated the group more tightly into iran s network of forces committed to fighting israel according to analysts,iran
226,al arouri s killing is a blow to hamas though likely not a debilitating one analysts say the killing of saleh al arouri deprives hamas of one of its most skilled tacticians who helped route money and weapons to its operatives in gaza and elsewhere in the middle east and integrated the group more tightly into iran s network of forces committed to fighting israel according to analysts,israel
229,bombing in iran kills over 100 sowing confusion and speculation no one claimed responsibility for the bombing at a memorial for qassim suleimani the top commander killed by a u s drone strike four years ago,iran
245,leader s killing is a blow but not a knockout for hamas the killing of saleh al arouri a key hamas strategist in lebanon sets the organization back at a vulnerable time the group has rebuilt after the assassination of other leaders though,lebanon
257,who was the iranian general qassim suleimani general suleimani the powerful commander heading iran s quds force was considered a hero by some in the country the anniversary of his death has attracted horrific violence,iran
260,russia and ukraine exchange record number of p o w s the exchange of prisoners was the first in months and came as both sides were engaged in an escalating cycle of air assaults,russia
260,russia and ukraine exchange record number of p o w s the exchange of prisoners was the first in months and came as both sides were engaged in an escalating cycle of air assaults,ukraine
266,blasts kill dozens in iran two bombs exploded along the road near the burial site of qassim suleimani iran s former top general during a commemoration on the fourth anniversary of his assassination by the united states,iran
279,israel says it dismantled a hamas built tunnel under a gaza hospital the israeli military says the tearing down was done in november and that hospital wasn t damaged in the process,israel
284,thursday briefing blasts in iran kill dozens plus china shakes up its military,iran
284,thursday briefing blasts in iran kill dozens plus china shakes up its military,china
293,a bombing killed at least 100 people in iran also donald trump asked the supreme court to rule on his eligibility here s the latest at the end of wednesday,iran
295,attacks heighten fears of a wider war for the middle east and u s the killing of a top hamas leader in lebanon and mysterious twin explosions in iran heighten fears of a regional war that could draw in the united states,lebanon
295,attacks heighten fears of a wider war for the middle east and u s the killing of a top hamas leader in lebanon and mysterious twin explosions in iran heighten fears of a regional war that could draw in the united states,iran
296,more than 100 people in iran killed in blasts at suleimani memorial more than 200 people were also injured after two roadside bombs exploded during a memorial for qassim suleimani iran s former top general who was killed by a u s drone strike four years ago,iran
302,israelis worry a blow against hamas may bring blowback israelis welcomed news that a top palestinian militant had been killed but feared that it might impede the release of hostages and kindle a broader war,israel
317,israelis question army s rules of engagement after hostages slain israel s military said that soldiers who shot hostages while they waved a white flag violated its rules of engagement human rights activists say the rules are good but enforcement is lax,israel
318,canada s logging industry devours forests crucial to fighting climate change a study finds that logging has inflicted severe damage to the vast boreal forests in ontario and quebec two of the country s main commercial logging regions,canada
363,islamic state claims responsibility for deadly bombings in iran the group which has struck before in iran has a long history of division with the country,iran
367,he went that way review on the road with a serial killer in this thriller the australian actor jacob elordi tries on the tics of noteworthy american performers from james dean to matt dillon,australia
374,a trophy in ruins evidence grows that russia controls marinka ukraine said it was defending territory behind the eastern frontline town its capture would be russia s most significant territorial advance in ukraine in more than six months,russia
374,a trophy in ruins evidence grows that russia controls marinka ukraine said it was defending territory behind the eastern frontline town its capture would be russia s most significant territorial advance in ukraine in more than six months,ukraine
380,kim jong un s daughter is his likely successor south korea says kim ju ae has long accompanied her dictator father to important state events like long range missile tests and military parades,south korea
381,iraq condemns u s after drone strike in baghdad the attack acknowledged by the pentagon killed a senior militant leader of an iran allied group with ties to the iraqi government s security apparatus,iraq
381,iraq condemns u s after drone strike in baghdad the attack acknowledged by the pentagon killed a senior militant leader of an iran allied group with ties to the iraqi government s security apparatus,iran
423,white house says north korea providing russia with ballistic missiles russia has rebuilt its own domestic supply of cruise missiles but to keep up with the intensity of the barrage against ukraine it has been turning to north korea and iran,north korea
423,white house says north korea providing russia with ballistic missiles russia has rebuilt its own domestic supply of cruise missiles but to keep up with the intensity of the barrage against ukraine it has been turning to north korea and iran,russia
423,white house says north korea providing russia with ballistic missiles russia has rebuilt its own domestic supply of cruise missiles but to keep up with the intensity of the barrage against ukraine it has been turning to north korea and iran,ukraine
423,white house says north korea providing russia with ballistic missiles russia has rebuilt its own domestic supply of cruise missiles but to keep up with the intensity of the barrage against ukraine it has been turning to north korea and iran,iran
425,friday briefing islamic state claims the iran bombing plus the seven keys to longevity,iran
437,a u s strike killed an iran allied militant leader also biden faces immigration pressure from democrats here s the latest at the end of thursday,iran
445,towns empty and farms languish as war stalks israeli lebanese border more than 150 000 people have been driven from their homes on both sides of the frontier as israeli forces clash with hezbollah militants,israel
460,oscar pistorius olympic athlete convicted of murder is released the south african sprinter whose trial for the 2013 killing of his girlfriend drew intense global interest served more than seven years in prison,south africa
462,north korea fires artillery near border with south korea the south asked nearby islanders to seek shelter before it launched a military exercise in the disputed waters and chided the north for threatening peace,north korea
462,north korea fires artillery near border with south korea the south asked nearby islanders to seek shelter before it launched a military exercise in the disputed waters and chided the north for threatening peace,south korea
471,residents near israel lebanon border live with uncertainty as the conflict between israel and hezbollah escalates some israeli residents are making trips back to their homes along the border with lebanon despite orders to stay away while others wait with uncertainty,israel
476,a palestinian man vanished oct 7 his family wants to know who killed him soheib abu amar who lived in east jerusalem was captured by hamas during its attack on israel his brothers spent weeks investigating what happened next,israel
491,the families of hostages are calling on israel to do something radical in israel they are putting pressure on the government pushing for a political path to release the remaining hostages,israel
508,heavy rain in u k causes hundreds of flood warnings and travel disruptions in london around 50 people were evacuated from rising waters heavy rain brought similar scenes to parts of france and germany,u k
508,heavy rain in u k causes hundreds of flood warnings and travel disruptions in london around 50 people were evacuated from rising waters heavy rain brought similar scenes to parts of france and germany,france
508,heavy rain in u k causes hundreds of flood warnings and travel disruptions in london around 50 people were evacuated from rising waters heavy rain brought similar scenes to parts of france and germany,germany
509,beyond the front lines the war in ukraine has entered a new phase,ukraine
521,to bolster russia s army putin eases citizenship path for foreign fighters president vladimir v putin is seeking to strengthen his military to fight in ukraine while avoiding a potentially unpopular mobilization of russians,russia
521,to bolster russia s army putin eases citizenship path for foreign fighters president vladimir v putin is seeking to strengthen his military to fight in ukraine while avoiding a potentially unpopular mobilization of russians,ukraine
545,after the iowa shooting demands that politicians act readers urge the public to push for stricter laws to reduce gun violence also young voters israeli arab hope immigration judges inmates and cats,israel
549,hezbollah s leader says it would not negotiate peace with israel until war in gaza ends in a televised speech hassan nasrallah addressed israeli citizens directly warning that they will be the first to pay the price unless the military action stops,israel
567,terrorism in iran exposes a vulnerability it doesn t want to admit even after the islamic state took responsibility for deadly bombings iran s government facing public anger blamed israel,iran
567,terrorism in iran exposes a vulnerability it doesn t want to admit even after the islamic state took responsibility for deadly bombings iran s government facing public anger blamed israel,israel
598,as pressure mounts israeli minister proposes plan for postwar gaza the plan exposed divisions in israel s war cabinet as secretary of state antony j blinken returned to the middle east on friday in an effort to ease escalating tensions,israel
609,a president s son is in indonesia s election picture is it democracy or dynasty critics say that hard won progress toward democracy in indonesia has been backsliding under joko widodo a two term president who was once a political outsider,indonesia
619,as gaza losses mount under strikes dignified burials are another casualty the lucky are those who have someone to bury them when they die dr mohammad abu moussa a radiologist at one gaza hospital said of those killed by israeli airstrikes,israel
627,ukraine s patriot defenses at work shuddering booms and bursts of light the american provided air defense systems have helped ukraine defend itself against russian assaults but washington has warned that it will not be able to keep them supplied for much longer,ukraine
627,ukraine s patriot defenses at work shuddering booms and bursts of light the american provided air defense systems have helped ukraine defend itself against russian assaults but washington has warned that it will not be able to keep them supplied for much longer,russia
637,in frothy awards season what role will israel hamas war play stars are increasingly vocal about political issues but the mideast conflict has divided hollywood magnifying the choice of whether to discuss the topic or remain silent,israel
640,hezbollah fires rockets at israel in response to killing in beirut israel said it had fired back at militants involved in the rocket launches but the exchange stopped short of a major escalation,israel
648,after niger coup u s scrambles to keep a vital air base after the generals took charge the united states was forced to suspend operations at its most strategic military asset in sub saharan africa restarting them won t be easy,niger
661,russian attacks kill 11 civilians near eastern front ukraine says ukrainian officials said missile assaults had struck private houses trapping residents under the rubble and that the dead included five children,russia
661,russian attacks kill 11 civilians near eastern front ukraine says ukrainian officials said missile assaults had struck private houses trapping residents under the rubble and that the dead included five children,ukraine
671,woman rescued from rubble in japan five days after deadly quake the survivor who was in her 90s was dug out from under a collapsed house injured but responsive,japan
676,dignified burials have become another casualty in gaza for four days kareem sabawi s body lay wrapped in a blanket in a cold empty apartment as his family sheltered nearby he was killed during intense israeli bombardment near his family home his father and mother said and in the days that followed it was too dangerous to step outside and lay their 10 year old child to rest,israel
692,war brings tensions and assault rifles into an israeli college at the university of haifa more than 40 percent of students are arab some with family in gaza and many others have now been called up as soldiers,israel
710,two more journalists killed in gaza including son of al jazeera reporter hamza al dahdouh the son of al jazeera s gaza bureau chief and a second reporter were killed in what officials in the territory said was an israeli airstrike two others were wounded,israel
719,she helped the lillys blossom now she ll champion her own work after years of fighting to win parity and recognition for women in theater julia jordan said everybody gets produced now there s much more competition in a good way,jordan
723,from lebanon to the red sea a broader conflict with iran looms with its proxies attacking from many vantage points and its nuclear program suddenly revived iran is posing a new challenge to the west this time with russia and china on its side,lebanon
723,from lebanon to the red sea a broader conflict with iran looms with its proxies attacking from many vantage points and its nuclear program suddenly revived iran is posing a new challenge to the west this time with russia and china on its side,iran
723,from lebanon to the red sea a broader conflict with iran looms with its proxies attacking from many vantage points and its nuclear program suddenly revived iran is posing a new challenge to the west this time with russia and china on its side,russia
723,from lebanon to the red sea a broader conflict with iran looms with its proxies attacking from many vantage points and its nuclear program suddenly revived iran is posing a new challenge to the west this time with russia and china on its side,china
726,as west bank violence rises israel vows to pursue military goals in gaza diplomats toured the mideast sunday on a mission to stop the war from widening but tensions in the gaza strip spread across the region,israel
758,russia pounds several ukrainian regions with missiles the attack killed at least four people wounded many others and caused heavy damage it came as moscow has intensified air assaults in recent days,russia
792,blinken says saudi arabia remains interested in diplomatic ties with israel the u s secretary of state on a trip to the middle east that included a meeting with the saudi crown prince said such a move would require an end to fighting in gaza and steps toward a palestinian state,saudi arabia
792,blinken says saudi arabia remains interested in diplomatic ties with israel the u s secretary of state on a trip to the middle east that included a meeting with the saudi crown prince said such a move would require an end to fighting in gaza and steps toward a palestinian state,israel
793,india s top court reverses early release of 11 men convicted of gang rape the case of bilkis bano who was three months pregnant when she was attacked became a powerful symbol of communal bloodshed and of the widespread violence against women in the country,india
794,exhausted on the defensive and at hell s gate in ukraine the country s forces along a broad stretch of the front say that with russia pushing forward the war has never been so dangerous,ukraine
794,exhausted on the defensive and at hell s gate in ukraine the country s forces along a broad stretch of the front say that with russia pushing forward the war has never been so dangerous,russia
807,pro palestinian demonstrators block n y bridge and tunnel traffic hundreds of demonstrators protesting israel s bombardment of gaza blocked the manhattan entrance to the holland tunnel and disrupted traffic on three major bridges,israel
813,israel says its military is starting to shift to a more targeted gaza campaign israeli officials privately say that they hope to complete the transition by the end of january but that the timeline could change,israel
814,tiktok quietly curtails data tool used by critics people and groups had harnessed the tool to scrutinize content on the site related to the israel hamas war and other topics,israel
824,biden s harsh attack on trump in a campaign speech readers agree with the president that democracy is imperiled if his predecessor is elected also the japan plane crash how the movie munich resonates,japan
830,franz beckenbauer der kaiser of world soccer dies at 78 in west germany he revolutionized his central defense position and was one of only three people to win the world cup as a player and a coach,germany
837,ukrainian residential buildings destroyed by russian air assault some civilians sheltered in subway stations as russia launched a widespread missile attack on regions across ukraine,russia
837,ukrainian residential buildings destroyed by russian air assault some civilians sheltered in subway stations as russia launched a widespread missile attack on regions across ukraine,ukraine
856,israel said it had begun a less intense phase of the war also the investigation into boeing planes here s the latest at the end of monday,israel
865,israeli strikes in lebanon kill hezbollah commander militia says the latest strikes across israel s northern border came as the u s secretary of state made another trip to the middle east in efforts to prevent a wider war,israel
873,tuesday briefing israel s next phase of the war in gaza,israel
875,blinken begins meetings in israel amid deepening disagreements over the war secretary of state antony j blinken was meeting with top israeli officials on tuesday continuing diplomatic efforts to avert a broader war in the region,israel
876,south korea bans dog meat a now unpopular food breeding killing and selling dogs for their meat will be banned in a country where it has fallen out of favor hundreds of thousands of the animal were still being bred for human consumption,south korea
909,the hard truth of israel s endgame in gaza peter beinart warns that the country is committing a sin that cannot be atoned for,israel
919,a glimpse inside a devastated gaza in the ruins of two gazan towns new york times journalists witnessed the sheer destruction that israel s war has wrought and the devastation of hamas s operations,israel
920,u s navy sailor who helped china is sentenced to 2 years in prison wenheng zhao pleaded guilty to charges that he sent photos of american military installations and details of u s military exercises to an intelligence officer working for china,china
923,saudi israel ties depend on steps toward a palestinian state blinken says in meetings with israeli leaders the u s secretary of state held out the prospect of saudi recognition to prod israel to curb combat operations in gaza and accept a path to palestinian statehood,israel
924,a missile a rocket or a satellite chinese flyover sows confusion in taiwan a warning from taiwan about a satellite erroneously called a missile in english raised concerns about chinese harassment days before an election,taiwan
934,israel shifting war tempo tailors its messages for home and abroad israeli officials have told foreign journalists that they are starting to slow military operations in gaza while assuring the israeli public that the war against hamas will go on,israel
943,israel says it killed another hezbollah commander after back and forth attacks a deadly airstrike,israel
950,fauda actor is seriously injured fighting in gaza the actor idan amedi underwent surgery to remove shrapnel from his body and was expected to recover israeli news media reported,israel
986,ecuador plunges into crisis amid prison riots and gang leader s disappearance the president declared a state of emergency and ordered the military to neutralize dozens of gangs gunmen stormed a tv studio as cameras rolled,ecuador
988,ecuadorean law enforcement searches for escaped gang leader ecuadorean military and police patrolled the streets and searched residents following the disappearance of an imprisoned leader of a criminal gang,ecuador
1018,what to know about the chaos in ecuador violence erupted across the south american country this week after a notorious gang leader disappeared from prison the president has declared a state of emergency,ecuador
1026,as u s support for ukraine falters europe splits on filling the gap president volodymyr zelensky of ukraine is likely to find strong backing on a trip to the baltic states but other nations are increasingly wary,ukraine
1027,we live in constant fear violence erupts across ecuador chaos has consumed ecuador after gang leaders escaped prisons and armed men commandeered a live tv broadcast,ecuador
1028,knife attacker hoped to end south korean s presidential bid police say the suspect had planned the attack last week on the country s opposition leader for months the police said and had written an eight page manifesto,south korea
1036,the agony and determination of sderot the mayor of an israeli town attacked by hamas on oct 7 describes the devastation the will to recover and the source of its resilience,israel
1044,for this reporter the war in ukraine is also personal yaroslav trofimov grew up in kyiv our enemies will vanish records his experience as a journalist for the wall street journal assigned to cover the war,ukraine
1045,the next front in the u s china battle over chips a u s born chip technology called risc v has become critical to china s ambitions washington is debating whether and how to limit the technology,china
1061,u n expert will investigate reports of sex crimes by hamas israel says the official accepted israel s invitation and is expected to go there soon the foreign ministry said hamas has denied that its fighters committed sex crimes during the oct 7 attacks,israel
1063,blinken meets with abbas to talk about gaza s future the u s secretary of state spoke with mahmoud abbas the leader of the palestinian authority about the role the authority might play after israel s war with hamas,israel
1068,how the war with hamas has damaged israel s tech firms and economy israel s technology sector a key part of the economy has been jolted by worker shortages and funding fears which could drive a wider slowdown in 2024,israel
1069,papua new guinea orders military to restore order as unrest rocks capital angry protests started after hundreds of police officers and other public servants appeared to walk off their jobs over a wage dispute,papua new guinea
1103,ecuadoreans split on president s drastic new measure to combat drug gangs vowing to bring peace back to a shattered country president daniel noboa has deployed the military to take on what he calls terrorist groups,ecuador
1104,al shabab terrorist group captures u n helicopter in somalia somali officials said the helicopter was carrying nine passengers one of whom was killed the horn of africa nation is now grappling with how to rescue hostages from a group known for mistreating them,somalia
1104,al shabab terrorist group captures u n helicopter in somalia somali officials said the helicopter was carrying nine passengers one of whom was killed the horn of africa nation is now grappling with how to rescue hostages from a group known for mistreating them,mali
1136,thursday briefing the fight against houthi rebels preview also violence in ecuador,ecuador
1140,standoff at presidential palace shows poland s right won t go quietly the incident escalated a campaign by the ousted law and justice party to resist the transfer of power after it lost its parliamentary majority in october,poland
1145,after red sea barrage by houthis u s and allies weigh retaliation american officials and their allies warned that there would be consequences for the houthis the iranian backed armed group that has disrupted shipping in the red sea,iran
1154,hamas says hostages won t go home alive as long as israeli forces remain in gaza netanyahu faces growing pressure to get the more than 100 hostages still held in gaza home safely,israel
1171,desantis and haley clash over military aid to ukraine nikki haley said u s aid to ukraine was essential to preventing a broader conflict while ron desantis said he didn t want the u s to be dragged into a war with no clear end,ukraine
1224,frozen garlic taiwan likes its democracy loud and proud at the island s election rallies warming up the crowd for candidates is crucial you have to light a fire in their hearts one host says,taiwan
1231,blinken meets with el sisi in egypt to discuss plight of palestinians in gaza the u s secretary of state also planned to talk about how to prevent the violence in the mideast from escalating further as iran backed militias ramp up attacks,egypt
1231,blinken meets with el sisi in egypt to discuss plight of palestinians in gaza the u s secretary of state also planned to talk about how to prevent the violence in the mideast from escalating further as iran backed militias ramp up attacks,iran
1239,papua new guinea leader declares state of emergency after violent riots there were signs the authorities had regained some control but the extent of damage and casualties from the unrest remained unclear,papua new guinea
1249,u s military aid to ukraine was poorly tracked pentagon report says the report found that american officials and diplomats had failed to quickly or fully account for all of the nearly 40 000 weapons sent to the front,ukraine
1258,indiana university cancels major exhibition of palestinian artist samia halaby an 87 year old artist has been outspoken in her support of palestinians during the israel gaza war,india
1258,indiana university cancels major exhibition of palestinian artist samia halaby an 87 year old artist has been outspoken in her support of palestinians during the israel gaza war,israel
1282,israel and hamas are in talks to deliver medicine to hostages in gaza more than 120 hostages are believed to still be held in gaza and many suffer from health conditions that require regular medical care,israel
1310,blinken talks a grand vision for mideast peace but hits a wall in israel secretary of state antony j blinken conducted marathon diplomacy around the region but israeli leaders focused on war with hamas showed no interest in meeting demands like palestinian statehood,israel
1329,edward jay epstein author and stubborn skeptic dies at 88 he questioned the findings of the warren commission called edward snowden a prized russian asset and exposed the diamond industry s economic impact,russia
1331,u s missiles strike targets in yemen linked to the houthi militia the american led strikes came in response to more than two dozen houthi drone and missile attacks against commercial shipping in the red sea since the israel hamas war began,israel
1338,who are the houthis and why is the u s attacking them the iranian backed militia has launched dozens of attacks on commercial ships in the red sea since the war between israel and hamas started,iran
1338,who are the houthis and why is the u s attacking them the iranian backed militia has launched dozens of attacks on commercial ships in the red sea since the war between israel and hamas started,israel
1355,taiwan party reviled by china battles to prove its staying power the democratic progressive party has transformed taiwan into a bastion against chinese power now it is promising a mix of change and continuity,taiwan
1355,taiwan party reviled by china battles to prove its staying power the democratic progressive party has transformed taiwan into a bastion against chinese power now it is promising a mix of change and continuity,china
1370,u k pledges 3 billion in military aid to ukraine the annual british package is about 255 million more than in the past two years and is part of an effort to reassure kyiv amid concerns about a potential shortfall in western support,u k
1370,u k pledges 3 billion in military aid to ukraine the annual british package is about 255 million more than in the past two years and is part of an effort to reassure kyiv amid concerns about a potential shortfall in western support,ukraine
1413,u s led strikes draw fury from iran other critics also included militias allied with iran as well as oman a u s ally that often mediates between the houthis and international parties,iran
1413,u s led strikes draw fury from iran other critics also included militias allied with iran as well as oman a u s ally that often mediates between the houthis and international parties,oman
1422,russell hamler last of world war ii s merrill s marauders dies at 99 the foot soldiers marched and fought through harsh mountainous jungle on a mission to seize a japanese held airfield dozens did not survive,japan
1425,strikes are extremely unlikely to deter houthis experts say u s led airstrikes in yemen could play into the agenda of the houthis who have built their legitimacy on hostility toward the united states and israel scholars said,yemen
1425,strikes are extremely unlikely to deter houthis experts say u s led airstrikes in yemen could play into the agenda of the houthis who have built their legitimacy on hostility toward the united states and israel scholars said,israel
1455,the regional war no one wanted is here how wide will it get with the u s led attacks in yemen there is no longer a question of whether the israel hamas war will escalate into a wider conflict the question is whether it can be contained,yemen
1455,the regional war no one wanted is here how wide will it get with the u s led attacks in yemen there is no longer a question of whether the israel hamas war will escalate into a wider conflict the question is whether it can be contained,israel
1457,with genocide case against israel south africa challenges western led order after arguing its genocide case against israel at the international court of justice south africa won praise for standing up for palestinians under israeli bombardment in gaza,israel
1457,with genocide case against israel south africa challenges western led order after arguing its genocide case against israel at the international court of justice south africa won praise for standing up for palestinians under israeli bombardment in gaza,south africa
1471,the price of carbon emissions plunged in 2022 and that s not good new data shed light on how difficult choices stemming from the war in ukraine changed energy policy,ukraine
1484,tesla and volvo to pause production in europe after red sea attacks the carmakers said they would suspend production at their plants in germany and belgium because of supply chain snarls linked to the attacks in the red sea,germany
1484,tesla and volvo to pause production in europe after red sea attacks the carmakers said they would suspend production at their plants in germany and belgium because of supply chain snarls linked to the attacks in the red sea,belgium
1511,u s strikes against houthis in yemen for second day as conflict escalates the military fired at a target in response to rising attacks on red sea shipping which the houthis linked to the war between israel and hamas,yemen
1511,u s strikes against houthis in yemen for second day as conflict escalates the military fired at a target in response to rising attacks on red sea shipping which the houthis linked to the war between israel and hamas,israel
1517,ecuador s attorney general took on drug gangs then chaos broke out explosive revelations by the country s top prosecutor showed links between cartels and officials a move that might be kicking the hornet s nest,ecuador
1528,russia targets ukraine with large scale missile attack the assault was in line with a wider air campaign that russia began in late december seeking to wear down ukrainian air defenses,russia
1528,russia targets ukraine with large scale missile attack the assault was in line with a wider air campaign that russia began in late december seeking to wear down ukrainian air defenses,ukraine
1540,russia regains upper hand in ukraine s east as kyiv s troops struggle ukrainians are weary short of ammunition and outnumbered and their prospects look bleak we can stop them for now but who knows one soldier said tomorrow or the next day maybe we can t stop them,russia
1540,russia regains upper hand in ukraine s east as kyiv s troops struggle ukrainians are weary short of ammunition and outnumbered and their prospects look bleak we can stop them for now but who knows one soldier said tomorrow or the next day maybe we can t stop them,ukraine
1549,a russian dissident s fraught path to canadian citizenship maria kartasheva was sentenced in absentia by a moscow court for criticizing the war in ukraine threatening her citizenship application in canada,russia
1549,a russian dissident s fraught path to canadian citizenship maria kartasheva was sentenced in absentia by a moscow court for criticizing the war in ukraine threatening her citizenship application in canada,ukraine
1549,a russian dissident s fraught path to canadian citizenship maria kartasheva was sentenced in absentia by a moscow court for criticizing the war in ukraine threatening her citizenship application in canada,canada
1552,u n warns gaza is heading for famine as specter of wider war looms officials of the iran backed houthi militia in yemen threatened to respond to american led airstrikes over the past two days,iran
1556,the things we disagree on about gaza readers challenge me on my criticism of israel s bombardment,israel
1558,the necessary risk of america s military strikes in yemen given the increasingly critical threat the houthis pose to the freedom of commerce and navigation in the red sea the united states had to act,yemen
1575,two seal team members missing after incident off somalia coast the sailors were said to have disappeared into the water after a vessel boarding attempt pentagon officials said the episode was not related to recent clashes with the houthi militia in yemen,somalia
1614,war or no war many older ukrainians want to stay put the front line in ukraine is largely peopled by the elderly these days some can t afford to get out others say they won t abandon their homes,ukraine
1615,new leader set to take over in guatemala raising hopes for a fragile democracy bernardo arevalo an anticorruption crusader had to fight to make it to sunday s inauguration his challenges are just beginning,guatemala
1616,north korea test fires intermediate range ballistic missile the launch the first by the north this year indicates that the country may be developing a new missile that could threaten u s military bases in the region,north korea
1619,as war enters 100th day netanyahu vows to keep fighting in gaza the prime minister of israel struck a defiant tone after hearings at the hague where israel has been accused of genocide,israel
1647,u s and iran battle through proxies warily avoiding each other iran wants to flex its muscles without directly taking on the u s or israel but that cautious strategy is subject to miscalculation on all sides,iran
1647,u s and iran battle through proxies warily avoiding each other iran wants to flex its muscles without directly taking on the u s or israel but that cautious strategy is subject to miscalculation on all sides,israel
1684,they thought they knew death but that didn t prepare them for oct 7 volunteers with zaka an israeli group that recovers dead bodies were among the first to reach the victims of the hamas led attacks the trauma of what they witnessed may last a lifetime,israel
1688,the war has reined in ukraine s oligarchs at least for now oligarchs have lost billions from the shelling of their factories and the government has used its wartime powers to break their political influence,ukraine
1708,apple to offer rare discount on iphones in china facing a weak consumer appetite and fierce competition from domestic rivals amid u s china tensions a typically discount wary apple is offering a four day sale,china
1712,hamas says two more israeli hostages are dead the group said the two were killed by israeli airstrikes which the israeli military said was at least partly false,israel
1714,car ramming attack in israel kills 1 and wounds 17 officials say two palestinian men were arrested according to the police who said the incident was being treated as a terrorist attack the french government said two of those injured were french nationals,israel
1735,britain moves to ban the islamist group hizb ut tahrir the government said it would designate the international islamist political group a terrorist organization citing what it said was hizb ut tahrir s praise for the oct 7 attack on israel,israel
1739,israeli teenager recounts her time as a hostage in gaza hila rotem shoshani 13 is the youngest of the hostages freed from gaza to speak out about the harsh conditions in which they were held,israel
1752,iran launches missile strikes in iraq and syria citing terrorist attacks explosions shook erbil a city in northern iraq and at least four civilians were killed local officials said syrian targets were also hit iran s revolutionary guards said,iran
1752,iran launches missile strikes in iraq and syria citing terrorist attacks explosions shook erbil a city in northern iraq and at least four civilians were killed local officials said syrian targets were also hit iran s revolutionary guards said,iraq
1752,iran launches missile strikes in iraq and syria citing terrorist attacks explosions shook erbil a city in northern iraq and at least four civilians were killed local officials said syrian targets were also hit iran s revolutionary guards said,syria
1753,houthis undeterred by strikes target more ships in red sea the iranian backed militants launched a fresh round of attacks days after their military sites were hit by u s and british forces,iran
1776,quotation of the day war in ukraine pulls oligarchs off their perch quotation of the day for tuesday january 16 2024,ukraine
1795,north korea says it is no longer interested in reunifying with the south abandoning the longtime goal however unlikely kim jong un the north s leader instead threatened to subjugate south korea in war,north korea
